format	wellname	row	rownum	col	totcolcount	byrow	bycol	quad	parentwell
1536	Y48	Y	25	48	48	1200	1529	2	381
1536	AA48	AA	27	48	48	1296	1531	2	382
1536	AC48	AC	29	48	48	1392	1533	2	383
1536	AE48	AE	31	48	48	1488	1535	2	384
1536	B01	B	2	1	48	49	2	3	1
1536	D01	D	4	1	48	145	4	3	2
1536	F01	F	6	1	48	241	6	3	3
1536	H01	H	8	1	48	337	8	3	4
1536	J01	J	10	1	48	433	10	3	5
1536	L01	L	12	1	48	529	12	3	6
1536	N01	N	14	1	48	625	14	3	7
1536	P01	P	16	1	48	721	16	3	8
1536	R01	R	18	1	48	817	18	3	9
1536	T01	T	20	1	48	913	20	3	10
1536	V01	V	22	1	48	1009	22	3	11
1536	X01	X	24	1	48	1105	24	3	12
1536	Z01	Z	26	1	48	1201	26	3	13
1536	AB01	AB	28	1	48	1297	28	3	14
1536	AD01	AD	30	1	48	1393	30	3	15
1536	AF01	AF	32	1	48	1489	32	3	16
1536	B03	B	2	3	48	51	66	3	17
1536	D03	D	4	3	48	147	68	3	18
1536	F03	F	6	3	48	243	70	3	19
1536	H03	H	8	3	48	339	72	3	20
1536	J03	J	10	3	48	435	74	3	21
1536	L03	L	12	3	48	531	76	3	22
1536	N03	N	14	3	48	627	78	3	23
1536	P03	P	16	3	48	723	80	3	24
1536	R03	R	18	3	48	819	82	3	25
1536	T03	T	20	3	48	915	84	3	26
1536	V03	V	22	3	48	1011	86	3	27
1536	X03	X	24	3	48	1107	88	3	28
1536	Z03	Z	26	3	48	1203	90	3	29
1536	AB03	AB	28	3	48	1299	92	3	30
1536	AD03	AD	30	3	48	1395	94	3	31
1536	AF03	AF	32	3	48	1491	96	3	32
1536	B05	B	2	5	48	53	130	3	33
1536	D05	D	4	5	48	149	132	3	34
1536	F05	F	6	5	48	245	134	3	35
1536	H05	H	8	5	48	341	136	3	36
1536	J05	J	10	5	48	437	138	3	37
1536	L05	L	12	5	48	533	140	3	38
1536	N05	N	14	5	48	629	142	3	39
1536	P05	P	16	5	48	725	144	3	40
1536	R05	R	18	5	48	821	146	3	41
1536	T05	T	20	5	48	917	148	3	42
1536	V05	V	22	5	48	1013	150	3	43
1536	X05	X	24	5	48	1109	152	3	44
1536	Z05	Z	26	5	48	1205	154	3	45
1536	AB05	AB	28	5	48	1301	156	3	46
1536	AD05	AD	30	5	48	1397	158	3	47
1536	AF05	AF	32	5	48	1493	160	3	48
1536	B07	B	2	7	48	55	194	3	49
1536	D07	D	4	7	48	151	196	3	50
1536	F07	F	6	7	48	247	198	3	51
1536	H07	H	8	7	48	343	200	3	52
1536	J07	J	10	7	48	439	202	3	53
1536	L07	L	12	7	48	535	204	3	54
1536	N07	N	14	7	48	631	206	3	55
1536	P07	P	16	7	48	727	208	3	56
1536	R07	R	18	7	48	823	210	3	57
1536	T07	T	20	7	48	919	212	3	58
1536	V07	V	22	7	48	1015	214	3	59
1536	X07	X	24	7	48	1111	216	3	60
1536	Z07	Z	26	7	48	1207	218	3	61
1536	AB07	AB	28	7	48	1303	220	3	62
1536	AD07	AD	30	7	48	1399	222	3	63
1536	AF07	AF	32	7	48	1495	224	3	64
1536	B09	B	2	9	48	57	258	3	65
1536	D09	D	4	9	48	153	260	3	66
1536	F09	F	6	9	48	249	262	3	67
1536	H09	H	8	9	48	345	264	3	68
1536	J09	J	10	9	48	441	266	3	69
1536	L09	L	12	9	48	537	268	3	70
1536	N09	N	14	9	48	633	270	3	71
1536	P09	P	16	9	48	729	272	3	72
1536	R09	R	18	9	48	825	274	3	73
1536	T09	T	20	9	48	921	276	3	74
1536	V09	V	22	9	48	1017	278	3	75
1536	X09	X	24	9	48	1113	280	3	76
1536	Z09	Z	26	9	48	1209	282	3	77
1536	AB09	AB	28	9	48	1305	284	3	78
1536	AD09	AD	30	9	48	1401	286	3	79
1536	AF09	AF	32	9	48	1497	288	3	80
1536	B11	B	2	11	48	59	322	3	81
1536	D11	D	4	11	48	155	324	3	82
1536	F11	F	6	11	48	251	326	3	83
1536	H11	H	8	11	48	347	328	3	84
1536	J11	J	10	11	48	443	330	3	85
1536	L11	L	12	11	48	539	332	3	86
1536	N11	N	14	11	48	635	334	3	87
1536	P11	P	16	11	48	731	336	3	88
1536	R11	R	18	11	48	827	338	3	89
1536	T11	T	20	11	48	923	340	3	90
1536	V11	V	22	11	48	1019	342	3	91
1536	X11	X	24	11	48	1115	344	3	92
1536	Z11	Z	26	11	48	1211	346	3	93
1536	AB11	AB	28	11	48	1307	348	3	94
1536	AD11	AD	30	11	48	1403	350	3	95
1536	AF11	AF	32	11	48	1499	352	3	96
1536	B13	B	2	13	48	61	386	3	97
1536	D13	D	4	13	48	157	388	3	98
1536	F13	F	6	13	48	253	390	3	99
1536	H13	H	8	13	48	349	392	3	100
1536	J13	J	10	13	48	445	394	3	101
1536	L13	L	12	13	48	541	396	3	102
1536	N13	N	14	13	48	637	398	3	103
1536	P13	P	16	13	48	733	400	3	104
1536	R13	R	18	13	48	829	402	3	105
1536	T13	T	20	13	48	925	404	3	106
1536	V13	V	22	13	48	1021	406	3	107
1536	X13	X	24	13	48	1117	408	3	108
1536	Z13	Z	26	13	48	1213	410	3	109
1536	AB13	AB	28	13	48	1309	412	3	110
1536	AD13	AD	30	13	48	1405	414	3	111
1536	AF13	AF	32	13	48	1501	416	3	112
1536	B15	B	2	15	48	63	450	3	113
1536	D15	D	4	15	48	159	452	3	114
1536	F15	F	6	15	48	255	454	3	115
1536	H15	H	8	15	48	351	456	3	116
1536	J15	J	10	15	48	447	458	3	117
1536	L15	L	12	15	48	543	460	3	118
1536	N15	N	14	15	48	639	462	3	119
1536	P15	P	16	15	48	735	464	3	120
1536	R15	R	18	15	48	831	466	3	121
1536	T15	T	20	15	48	927	468	3	122
1536	V15	V	22	15	48	1023	470	3	123
1536	X15	X	24	15	48	1119	472	3	124
1536	Z15	Z	26	15	48	1215	474	3	125
1536	AB15	AB	28	15	48	1311	476	3	126
1536	AD15	AD	30	15	48	1407	478	3	127
1536	AF15	AF	32	15	48	1503	480	3	128
1536	B17	B	2	17	48	65	514	3	129
1536	D17	D	4	17	48	161	516	3	130
1536	F17	F	6	17	48	257	518	3	131
1536	H17	H	8	17	48	353	520	3	132
1536	J17	J	10	17	48	449	522	3	133
1536	L17	L	12	17	48	545	524	3	134
1536	N17	N	14	17	48	641	526	3	135
1536	P17	P	16	17	48	737	528	3	136
1536	R17	R	18	17	48	833	530	3	137
1536	T17	T	20	17	48	929	532	3	138
1536	V17	V	22	17	48	1025	534	3	139
1536	X17	X	24	17	48	1121	536	3	140
1536	Z17	Z	26	17	48	1217	538	3	141
1536	AB17	AB	28	17	48	1313	540	3	142
1536	AD17	AD	30	17	48	1409	542	3	143
1536	AF17	AF	32	17	48	1505	544	3	144
1536	B19	B	2	19	48	67	578	3	145
1536	D19	D	4	19	48	163	580	3	146
1536	F19	F	6	19	48	259	582	3	147
1536	H19	H	8	19	48	355	584	3	148
1536	J19	J	10	19	48	451	586	3	149
1536	L19	L	12	19	48	547	588	3	150
1536	N19	N	14	19	48	643	590	3	151
1536	P19	P	16	19	48	739	592	3	152
1536	R19	R	18	19	48	835	594	3	153
1536	T19	T	20	19	48	931	596	3	154
1536	V19	V	22	19	48	1027	598	3	155
1536	X19	X	24	19	48	1123	600	3	156
1536	Z19	Z	26	19	48	1219	602	3	157
1536	AB19	AB	28	19	48	1315	604	3	158
1536	AD19	AD	30	19	48	1411	606	3	159
1536	AF19	AF	32	19	48	1507	608	3	160
1536	B21	B	2	21	48	69	642	3	161
1536	D21	D	4	21	48	165	644	3	162
1536	F21	F	6	21	48	261	646	3	163
1536	H21	H	8	21	48	357	648	3	164
1536	J21	J	10	21	48	453	650	3	165
1536	L21	L	12	21	48	549	652	3	166
1536	N21	N	14	21	48	645	654	3	167
1536	P21	P	16	21	48	741	656	3	168
1536	R21	R	18	21	48	837	658	3	169
1536	T21	T	20	21	48	933	660	3	170
1536	V21	V	22	21	48	1029	662	3	171
1536	X21	X	24	21	48	1125	664	3	172
1536	Z21	Z	26	21	48	1221	666	3	173
1536	AB21	AB	28	21	48	1317	668	3	174
1536	AD21	AD	30	21	48	1413	670	3	175
1536	AF21	AF	32	21	48	1509	672	3	176
1536	B23	B	2	23	48	71	706	3	177
1536	D23	D	4	23	48	167	708	3	178
1536	F23	F	6	23	48	263	710	3	179
1536	H23	H	8	23	48	359	712	3	180
1536	J23	J	10	23	48	455	714	3	181
1536	L23	L	12	23	48	551	716	3	182
1536	N23	N	14	23	48	647	718	3	183
1536	P23	P	16	23	48	743	720	3	184
1536	R23	R	18	23	48	839	722	3	185
1536	T23	T	20	23	48	935	724	3	186
1536	V23	V	22	23	48	1031	726	3	187
1536	X23	X	24	23	48	1127	728	3	188
1536	Z23	Z	26	23	48	1223	730	3	189
1536	AB23	AB	28	23	48	1319	732	3	190
1536	AD23	AD	30	23	48	1415	734	3	191
1536	AF23	AF	32	23	48	1511	736	3	192
1536	B25	B	2	25	48	73	770	3	193
1536	D25	D	4	25	48	169	772	3	194
1536	F25	F	6	25	48	265	774	3	195
1536	H25	H	8	25	48	361	776	3	196
1536	J25	J	10	25	48	457	778	3	197
1536	L25	L	12	25	48	553	780	3	198
1536	N25	N	14	25	48	649	782	3	199
1536	P25	P	16	25	48	745	784	3	200
1536	R25	R	18	25	48	841	786	3	201
1536	T25	T	20	25	48	937	788	3	202
1536	V25	V	22	25	48	1033	790	3	203
1536	X25	X	24	25	48	1129	792	3	204
1536	Z25	Z	26	25	48	1225	794	3	205
1536	AB25	AB	28	25	48	1321	796	3	206
1536	AD25	AD	30	25	48	1417	798	3	207
1536	AF25	AF	32	25	48	1513	800	3	208
1536	B27	B	2	27	48	75	834	3	209
1536	D27	D	4	27	48	171	836	3	210
1536	F27	F	6	27	48	267	838	3	211
1536	H27	H	8	27	48	363	840	3	212
1536	J27	J	10	27	48	459	842	3	213
1536	L27	L	12	27	48	555	844	3	214
1536	N27	N	14	27	48	651	846	3	215
1536	P27	P	16	27	48	747	848	3	216
1536	R27	R	18	27	48	843	850	3	217
1536	T27	T	20	27	48	939	852	3	218
1536	V27	V	22	27	48	1035	854	3	219
1536	X27	X	24	27	48	1131	856	3	220
1536	Z27	Z	26	27	48	1227	858	3	221
1536	AB27	AB	28	27	48	1323	860	3	222
1536	AD27	AD	30	27	48	1419	862	3	223
1536	AF27	AF	32	27	48	1515	864	3	224
1536	B29	B	2	29	48	77	898	3	225
1536	D29	D	4	29	48	173	900	3	226
1536	F29	F	6	29	48	269	902	3	227
1536	H29	H	8	29	48	365	904	3	228
1536	J29	J	10	29	48	461	906	3	229
1536	L29	L	12	29	48	557	908	3	230
1536	N29	N	14	29	48	653	910	3	231
1536	P29	P	16	29	48	749	912	3	232
1536	R29	R	18	29	48	845	914	3	233
1536	T29	T	20	29	48	941	916	3	234
1536	V29	V	22	29	48	1037	918	3	235
1536	X29	X	24	29	48	1133	920	3	236
1536	Z29	Z	26	29	48	1229	922	3	237
1536	AB29	AB	28	29	48	1325	924	3	238
1536	AD29	AD	30	29	48	1421	926	3	239
1536	AF29	AF	32	29	48	1517	928	3	240
1536	B31	B	2	31	48	79	962	3	241
1536	D31	D	4	31	48	175	964	3	242
1536	F31	F	6	31	48	271	966	3	243
1536	H31	H	8	31	48	367	968	3	244
1536	J31	J	10	31	48	463	970	3	245
1536	L31	L	12	31	48	559	972	3	246
1536	N31	N	14	31	48	655	974	3	247
1536	P31	P	16	31	48	751	976	3	248
1536	R31	R	18	31	48	847	978	3	249
1536	T31	T	20	31	48	943	980	3	250
1536	V31	V	22	31	48	1039	982	3	251
1536	X31	X	24	31	48	1135	984	3	252
1536	Z31	Z	26	31	48	1231	986	3	253
1536	AB31	AB	28	31	48	1327	988	3	254
1536	AD31	AD	30	31	48	1423	990	3	255
1536	AF31	AF	32	31	48	1519	992	3	256
1536	B33	B	2	33	48	81	1026	3	257
1536	D33	D	4	33	48	177	1028	3	258
1536	F33	F	6	33	48	273	1030	3	259
1536	H33	H	8	33	48	369	1032	3	260
1536	J33	J	10	33	48	465	1034	3	261
1536	L33	L	12	33	48	561	1036	3	262
1536	N33	N	14	33	48	657	1038	3	263
1536	P33	P	16	33	48	753	1040	3	264
1536	R33	R	18	33	48	849	1042	3	265
1536	T33	T	20	33	48	945	1044	3	266
1536	V33	V	22	33	48	1041	1046	3	267
1536	X33	X	24	33	48	1137	1048	3	268
1536	Z33	Z	26	33	48	1233	1050	3	269
1536	AB33	AB	28	33	48	1329	1052	3	270
1536	AD33	AD	30	33	48	1425	1054	3	271
1536	AF33	AF	32	33	48	1521	1056	3	272
1536	B35	B	2	35	48	83	1090	3	273
1536	D35	D	4	35	48	179	1092	3	274
1536	F35	F	6	35	48	275	1094	3	275
1536	H35	H	8	35	48	371	1096	3	276
1536	J35	J	10	35	48	467	1098	3	277
1536	L35	L	12	35	48	563	1100	3	278
1536	N35	N	14	35	48	659	1102	3	279
1536	P35	P	16	35	48	755	1104	3	280
1536	R35	R	18	35	48	851	1106	3	281
1536	T35	T	20	35	48	947	1108	3	282
1536	V35	V	22	35	48	1043	1110	3	283
1536	X35	X	24	35	48	1139	1112	3	284
1536	Z35	Z	26	35	48	1235	1114	3	285
1536	AB35	AB	28	35	48	1331	1116	3	286
1536	AD35	AD	30	35	48	1427	1118	3	287
1536	AF35	AF	32	35	48	1523	1120	3	288
1536	B37	B	2	37	48	85	1154	3	289
1536	D37	D	4	37	48	181	1156	3	290
1536	F37	F	6	37	48	277	1158	3	291
1536	H37	H	8	37	48	373	1160	3	292
1536	J37	J	10	37	48	469	1162	3	293
1536	L37	L	12	37	48	565	1164	3	294
1536	N37	N	14	37	48	661	1166	3	295
1536	P37	P	16	37	48	757	1168	3	296
1536	R37	R	18	37	48	853	1170	3	297
1536	T37	T	20	37	48	949	1172	3	298
1536	V37	V	22	37	48	1045	1174	3	299
1536	X37	X	24	37	48	1141	1176	3	300
1536	Z37	Z	26	37	48	1237	1178	3	301
1536	AB37	AB	28	37	48	1333	1180	3	302
1536	AD37	AD	30	37	48	1429	1182	3	303
1536	AF37	AF	32	37	48	1525	1184	3	304
1536	B39	B	2	39	48	87	1218	3	305
1536	D39	D	4	39	48	183	1220	3	306
1536	F39	F	6	39	48	279	1222	3	307
1536	H39	H	8	39	48	375	1224	3	308
1536	J39	J	10	39	48	471	1226	3	309
1536	L39	L	12	39	48	567	1228	3	310
1536	N39	N	14	39	48	663	1230	3	311
1536	P39	P	16	39	48	759	1232	3	312
1536	R39	R	18	39	48	855	1234	3	313
1536	T39	T	20	39	48	951	1236	3	314
1536	V39	V	22	39	48	1047	1238	3	315
1536	X39	X	24	39	48	1143	1240	3	316
1536	Z39	Z	26	39	48	1239	1242	3	317
1536	AB39	AB	28	39	48	1335	1244	3	318
1536	AD39	AD	30	39	48	1431	1246	3	319
1536	AF39	AF	32	39	48	1527	1248	3	320
1536	B41	B	2	41	48	89	1282	3	321
1536	D41	D	4	41	48	185	1284	3	322
1536	F41	F	6	41	48	281	1286	3	323
1536	H41	H	8	41	48	377	1288	3	324
1536	J41	J	10	41	48	473	1290	3	325
1536	L41	L	12	41	48	569	1292	3	326
1536	N41	N	14	41	48	665	1294	3	327
1536	P41	P	16	41	48	761	1296	3	328
1536	R41	R	18	41	48	857	1298	3	329
1536	T41	T	20	41	48	953	1300	3	330
1536	V41	V	22	41	48	1049	1302	3	331
1536	X41	X	24	41	48	1145	1304	3	332
1536	Z41	Z	26	41	48	1241	1306	3	333
1536	AB41	AB	28	41	48	1337	1308	3	334
1536	AD41	AD	30	41	48	1433	1310	3	335
1536	AF41	AF	32	41	48	1529	1312	3	336
1536	B43	B	2	43	48	91	1346	3	337
1536	D43	D	4	43	48	187	1348	3	338
1536	F43	F	6	43	48	283	1350	3	339
1536	H43	H	8	43	48	379	1352	3	340
1536	J43	J	10	43	48	475	1354	3	341
1536	L43	L	12	43	48	571	1356	3	342
1536	N43	N	14	43	48	667	1358	3	343
1536	P43	P	16	43	48	763	1360	3	344
1536	R43	R	18	43	48	859	1362	3	345
1536	T43	T	20	43	48	955	1364	3	346
1536	V43	V	22	43	48	1051	1366	3	347
1536	X43	X	24	43	48	1147	1368	3	348
1536	Z43	Z	26	43	48	1243	1370	3	349
1536	AB43	AB	28	43	48	1339	1372	3	350
1536	AD43	AD	30	43	48	1435	1374	3	351
1536	AF43	AF	32	43	48	1531	1376	3	352
1536	B45	B	2	45	48	93	1410	3	353
1536	D45	D	4	45	48	189	1412	3	354
1536	F45	F	6	45	48	285	1414	3	355
1536	H45	H	8	45	48	381	1416	3	356
1536	J45	J	10	45	48	477	1418	3	357
1536	L45	L	12	45	48	573	1420	3	358
1536	N45	N	14	45	48	669	1422	3	359
1536	P45	P	16	45	48	765	1424	3	360
1536	R45	R	18	45	48	861	1426	3	361
1536	T45	T	20	45	48	957	1428	3	362
1536	V45	V	22	45	48	1053	1430	3	363
1536	X45	X	24	45	48	1149	1432	3	364
1536	Z45	Z	26	45	48	1245	1434	3	365
1536	AB45	AB	28	45	48	1341	1436	3	366
1536	AD45	AD	30	45	48	1437	1438	3	367
1536	AF45	AF	32	45	48	1533	1440	3	368
1536	B47	B	2	47	48	95	1474	3	369
1536	D47	D	4	47	48	191	1476	3	370
1536	F47	F	6	47	48	287	1478	3	371
1536	H47	H	8	47	48	383	1480	3	372
1536	J47	J	10	47	48	479	1482	3	373
1536	L47	L	12	47	48	575	1484	3	374
1536	N47	N	14	47	48	671	1486	3	375
1536	P47	P	16	47	48	767	1488	3	376
1536	R47	R	18	47	48	863	1490	3	377
1536	T47	T	20	47	48	959	1492	3	378
1536	V47	V	22	47	48	1055	1494	3	379
1536	X47	X	24	47	48	1151	1496	3	380
1536	Z47	Z	26	47	48	1247	1498	3	381
1536	AB47	AB	28	47	48	1343	1500	3	382
1536	AD47	AD	30	47	48	1439	1502	3	383
1536	AF47	AF	32	47	48	1535	1504	3	384
1536	B02	B	2	2	48	50	34	4	1
1536	D02	D	4	2	48	146	36	4	2
1536	F02	F	6	2	48	242	38	4	3
1536	H02	H	8	2	48	338	40	4	4
1536	J02	J	10	2	48	434	42	4	5
1536	L02	L	12	2	48	530	44	4	6
1536	N02	N	14	2	48	626	46	4	7
1536	P02	P	16	2	48	722	48	4	8
1536	R02	R	18	2	48	818	50	4	9
1536	T02	T	20	2	48	914	52	4	10
1536	V02	V	22	2	48	1010	54	4	11
1536	X02	X	24	2	48	1106	56	4	12
1536	Z02	Z	26	2	48	1202	58	4	13
1536	AB02	AB	28	2	48	1298	60	4	14
1536	AD02	AD	30	2	48	1394	62	4	15
1536	AF02	AF	32	2	48	1490	64	4	16
1536	B04	B	2	4	48	52	98	4	17
1536	D04	D	4	4	48	148	100	4	18
1536	F04	F	6	4	48	244	102	4	19
1536	H04	H	8	4	48	340	104	4	20
1536	J04	J	10	4	48	436	106	4	21
1536	L04	L	12	4	48	532	108	4	22
1536	N04	N	14	4	48	628	110	4	23
1536	P04	P	16	4	48	724	112	4	24
1536	R04	R	18	4	48	820	114	4	25
1536	T04	T	20	4	48	916	116	4	26
1536	V04	V	22	4	48	1012	118	4	27
1536	X04	X	24	4	48	1108	120	4	28
1536	Z04	Z	26	4	48	1204	122	4	29
1536	AB04	AB	28	4	48	1300	124	4	30
1536	AD04	AD	30	4	48	1396	126	4	31
1536	AF04	AF	32	4	48	1492	128	4	32
1536	B06	B	2	6	48	54	162	4	33
1536	D06	D	4	6	48	150	164	4	34
1536	F06	F	6	6	48	246	166	4	35
1536	H06	H	8	6	48	342	168	4	36
1536	J06	J	10	6	48	438	170	4	37
1536	L06	L	12	6	48	534	172	4	38
1536	N06	N	14	6	48	630	174	4	39
1536	P06	P	16	6	48	726	176	4	40
1536	R06	R	18	6	48	822	178	4	41
1536	T06	T	20	6	48	918	180	4	42
1536	V06	V	22	6	48	1014	182	4	43
1536	X06	X	24	6	48	1110	184	4	44
1536	Z06	Z	26	6	48	1206	186	4	45
1536	AB06	AB	28	6	48	1302	188	4	46
1536	AD06	AD	30	6	48	1398	190	4	47
1536	AF06	AF	32	6	48	1494	192	4	48
1536	B08	B	2	8	48	56	226	4	49
1536	D08	D	4	8	48	152	228	4	50
1536	F08	F	6	8	48	248	230	4	51
1536	H08	H	8	8	48	344	232	4	52
1536	J08	J	10	8	48	440	234	4	53
1536	L08	L	12	8	48	536	236	4	54
1536	N08	N	14	8	48	632	238	4	55
1536	P08	P	16	8	48	728	240	4	56
1536	R08	R	18	8	48	824	242	4	57
1536	T08	T	20	8	48	920	244	4	58
1536	V08	V	22	8	48	1016	246	4	59
1536	X08	X	24	8	48	1112	248	4	60
1536	Z08	Z	26	8	48	1208	250	4	61
1536	AB08	AB	28	8	48	1304	252	4	62
1536	AD08	AD	30	8	48	1400	254	4	63
1536	AF08	AF	32	8	48	1496	256	4	64
1536	B10	B	2	10	48	58	290	4	65
1536	D10	D	4	10	48	154	292	4	66
1536	F10	F	6	10	48	250	294	4	67
1536	H10	H	8	10	48	346	296	4	68
1536	J10	J	10	10	48	442	298	4	69
1536	L10	L	12	10	48	538	300	4	70
1536	N10	N	14	10	48	634	302	4	71
1536	P10	P	16	10	48	730	304	4	72
1536	R10	R	18	10	48	826	306	4	73
1536	T10	T	20	10	48	922	308	4	74
1536	V10	V	22	10	48	1018	310	4	75
1536	X10	X	24	10	48	1114	312	4	76
1536	Z10	Z	26	10	48	1210	314	4	77
1536	AB10	AB	28	10	48	1306	316	4	78
1536	AD10	AD	30	10	48	1402	318	4	79
1536	AF10	AF	32	10	48	1498	320	4	80
1536	B12	B	2	12	48	60	354	4	81
1536	D12	D	4	12	48	156	356	4	82
1536	F12	F	6	12	48	252	358	4	83
1536	H12	H	8	12	48	348	360	4	84
1536	J12	J	10	12	48	444	362	4	85
1536	L12	L	12	12	48	540	364	4	86
1536	N12	N	14	12	48	636	366	4	87
1536	P12	P	16	12	48	732	368	4	88
1536	R12	R	18	12	48	828	370	4	89
1536	T12	T	20	12	48	924	372	4	90
1536	V12	V	22	12	48	1020	374	4	91
1536	X12	X	24	12	48	1116	376	4	92
1536	Z12	Z	26	12	48	1212	378	4	93
1536	AB12	AB	28	12	48	1308	380	4	94
1536	AD12	AD	30	12	48	1404	382	4	95
1536	AF12	AF	32	12	48	1500	384	4	96
1536	B14	B	2	14	48	62	418	4	97
1536	D14	D	4	14	48	158	420	4	98
1536	F14	F	6	14	48	254	422	4	99
1536	H14	H	8	14	48	350	424	4	100
1536	J14	J	10	14	48	446	426	4	101
1536	L14	L	12	14	48	542	428	4	102
1536	N14	N	14	14	48	638	430	4	103
1536	P14	P	16	14	48	734	432	4	104
1536	R14	R	18	14	48	830	434	4	105
1536	T14	T	20	14	48	926	436	4	106
1536	V14	V	22	14	48	1022	438	4	107
1536	X14	X	24	14	48	1118	440	4	108
1536	Z14	Z	26	14	48	1214	442	4	109
1536	AB14	AB	28	14	48	1310	444	4	110
1536	AD14	AD	30	14	48	1406	446	4	111
1536	AF14	AF	32	14	48	1502	448	4	112
1536	B16	B	2	16	48	64	482	4	113
1536	D16	D	4	16	48	160	484	4	114
1536	F16	F	6	16	48	256	486	4	115
1536	H16	H	8	16	48	352	488	4	116
1536	J16	J	10	16	48	448	490	4	117
1536	L16	L	12	16	48	544	492	4	118
1536	N16	N	14	16	48	640	494	4	119
1536	P16	P	16	16	48	736	496	4	120
1536	R16	R	18	16	48	832	498	4	121
1536	T16	T	20	16	48	928	500	4	122
1536	V16	V	22	16	48	1024	502	4	123
1536	X16	X	24	16	48	1120	504	4	124
1536	Z16	Z	26	16	48	1216	506	4	125
1536	AB16	AB	28	16	48	1312	508	4	126
1536	AD16	AD	30	16	48	1408	510	4	127
1536	AF16	AF	32	16	48	1504	512	4	128
1536	B18	B	2	18	48	66	546	4	129
1536	D18	D	4	18	48	162	548	4	130
1536	F18	F	6	18	48	258	550	4	131
1536	H18	H	8	18	48	354	552	4	132
1536	J18	J	10	18	48	450	554	4	133
1536	L18	L	12	18	48	546	556	4	134
1536	N18	N	14	18	48	642	558	4	135
1536	P18	P	16	18	48	738	560	4	136
1536	R18	R	18	18	48	834	562	4	137
1536	T18	T	20	18	48	930	564	4	138
1536	V18	V	22	18	48	1026	566	4	139
1536	X18	X	24	18	48	1122	568	4	140
1536	Z18	Z	26	18	48	1218	570	4	141
1536	AB18	AB	28	18	48	1314	572	4	142
1536	AD18	AD	30	18	48	1410	574	4	143
1536	AF18	AF	32	18	48	1506	576	4	144
1536	B20	B	2	20	48	68	610	4	145
1536	D20	D	4	20	48	164	612	4	146
1536	F20	F	6	20	48	260	614	4	147
1536	H20	H	8	20	48	356	616	4	148
1536	J20	J	10	20	48	452	618	4	149
1536	L20	L	12	20	48	548	620	4	150
1536	N20	N	14	20	48	644	622	4	151
1536	P20	P	16	20	48	740	624	4	152
1536	R20	R	18	20	48	836	626	4	153
1536	T20	T	20	20	48	932	628	4	154
1536	V20	V	22	20	48	1028	630	4	155
1536	X20	X	24	20	48	1124	632	4	156
1536	Z20	Z	26	20	48	1220	634	4	157
1536	AB20	AB	28	20	48	1316	636	4	158
1536	AD20	AD	30	20	48	1412	638	4	159
1536	AF20	AF	32	20	48	1508	640	4	160
1536	B22	B	2	22	48	70	674	4	161
1536	D22	D	4	22	48	166	676	4	162
1536	F22	F	6	22	48	262	678	4	163
1536	H22	H	8	22	48	358	680	4	164
1536	J22	J	10	22	48	454	682	4	165
1536	L22	L	12	22	48	550	684	4	166
1536	N22	N	14	22	48	646	686	4	167
1536	P22	P	16	22	48	742	688	4	168
1536	R22	R	18	22	48	838	690	4	169
1536	T22	T	20	22	48	934	692	4	170
1536	V22	V	22	22	48	1030	694	4	171
1536	X22	X	24	22	48	1126	696	4	172
1536	Z22	Z	26	22	48	1222	698	4	173
1536	AB22	AB	28	22	48	1318	700	4	174
1536	AD22	AD	30	22	48	1414	702	4	175
1536	AF22	AF	32	22	48	1510	704	4	176
1536	B24	B	2	24	48	72	738	4	177
1536	D24	D	4	24	48	168	740	4	178
1536	F24	F	6	24	48	264	742	4	179
1536	H24	H	8	24	48	360	744	4	180
1536	J24	J	10	24	48	456	746	4	181
1536	L24	L	12	24	48	552	748	4	182
1536	N24	N	14	24	48	648	750	4	183
1536	P24	P	16	24	48	744	752	4	184
1536	R24	R	18	24	48	840	754	4	185
1536	T24	T	20	24	48	936	756	4	186
1536	V24	V	22	24	48	1032	758	4	187
1536	X24	X	24	24	48	1128	760	4	188
1536	Z24	Z	26	24	48	1224	762	4	189
1536	AB24	AB	28	24	48	1320	764	4	190
1536	AD24	AD	30	24	48	1416	766	4	191
1536	AF24	AF	32	24	48	1512	768	4	192
1536	B26	B	2	26	48	74	802	4	193
1536	D26	D	4	26	48	170	804	4	194
1536	F26	F	6	26	48	266	806	4	195
1536	H26	H	8	26	48	362	808	4	196
1536	J26	J	10	26	48	458	810	4	197
1536	L26	L	12	26	48	554	812	4	198
1536	N26	N	14	26	48	650	814	4	199
1536	P26	P	16	26	48	746	816	4	200
1536	R26	R	18	26	48	842	818	4	201
1536	T26	T	20	26	48	938	820	4	202
1536	V26	V	22	26	48	1034	822	4	203
1536	X26	X	24	26	48	1130	824	4	204
1536	Z26	Z	26	26	48	1226	826	4	205
1536	AB26	AB	28	26	48	1322	828	4	206
1536	AD26	AD	30	26	48	1418	830	4	207
1536	AF26	AF	32	26	48	1514	832	4	208
1536	B28	B	2	28	48	76	866	4	209
1536	D28	D	4	28	48	172	868	4	210
1536	F28	F	6	28	48	268	870	4	211
1536	H28	H	8	28	48	364	872	4	212
1536	J28	J	10	28	48	460	874	4	213
1536	L28	L	12	28	48	556	876	4	214
1536	N28	N	14	28	48	652	878	4	215
1536	P28	P	16	28	48	748	880	4	216
